,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Customer_Days,AcceptedCmpOverall,Rango_Edad,Rango_Antiguedad,Monto Total,Marital_Status,Education
235,65176,0,1,960,28,183,120,70,70,4,9,6,6,6,0,51,2767,0,50-59,7 años,1531,Together,Master
236,31160,1,0,16,3,25,6,1,13,2,2,0,3,8,0,45,2445,0,40-49,6 años,64,Single,Master
237,29938,1,0,3,3,7,0,2,11,2,1,0,3,6,0,35,2404,0,30-39,6 años,26,Single,Graduation
238,102692,0,0,168,79,444,32,83,126,1,6,9,13,2,1,46,2609,4,40-49,7 años,1112,Divorced,Graduation
239,26490,0,0,45,47,52,21,20,25,2,3,1,5,6,0,62,2804,0,60-69,7 años,210,Together,2n Cycle
240,75702,1,1,650,28,353,45,42,30,5,4,6,11,8,0,53,2828,0,50-59,7 años,1148,Together,Graduation
241,30899,1,0,24,0,8,0,0,1,2,1,0,3,6,0,46,2783,0,40-49,7 años,33,Single,PhD
242,63342,0,1,918,21,118,13,10,21,3,8,3,5,6,0,59,2780,1,50-59,7 años,1101,Together,PhD
243,45989,0,1,138,33,87,28,24,12,4,3,2,7,3,0,56,2774,0,50-59,7 años,322,Single,Graduation
244,18701,1,1,12,4,2,10,6,10,4,2,0,4,5,0,56,2549,0,50-59,6 años,44,Single,Graduation
245,40737,2,1,11,0,4,0,0,2,1,1,0,2,8,0,63,2362,0,60-69,6 años,17,Single,PhD
246,15287,1,0,1,2,8,4,3,13,2,1,1,2,7,1,41,2786,1,40-49,7 años,31,Divorced,Graduation
247,69674,0,2,554,41,215,11,0,24,3,10,2,10,5,0,52,2562,0,50-59,7 años,845,Divorced,PhD
248,44159,1,0,167,2,62,24,13,7,4,4,1,6,5,0,50,2171,0,50-59,5 años,275,Married,Master
249,37717,1,0,9,0,6,4,1,5,1,1,0,2,9,0,42,2742,0,40-49,7 años,25,Married,PhD
250,43776,1,1,177,2,71,3,2,20,6,5,2,4,8,1,68,2670,0,60-69,7 años,275,Together,Master
251,38179,1,1,38,4,22,4,2,20,4,3,1,3,7,0,54,2631,0,50-59,7 años,90,Married,Master
252,80124,0,0,483,79,398,120,83,126,1,3,7,8,1,0,57,2162,1,50-59,5 años,1495,Married,Graduation
253,38097,1,1,77,2,35,0,1,69,4,3,2,2,7,1,50,2781,1,50-59,7 años,184,Married,PhD
254,72940,0,0,182,74,298,120,83,116,1,3,3,6,1,0,50,2534,0,50-59,6 años,981,Married,Graduation
255,22070,1,0,10,7,19,8,2,21,2,2,2,2,6,0,50,2427,0,50-59,6 años,67,Together,Graduation
256,69267,0,0,778,44,499,95,73,126,2,3,4,5,7,1,67,2804,0,60-69,7 años,1635,Single,Graduation
257,31788,1,0,16,7,23,0,8,6,3,3,0,4,5,0,37,2260,0,30-39,6 años,60,Single,Master
258,61905,0,1,167,0,43,6,2,13,2,4,2,4,5,0,45,2304,0,40-49,6 años,231,Together,PhD
259,29315,1,1,13,2,14,8,7,4,4,2,0,4,6,0,60,2243,0,60-69,6 años,48,Married,Graduation
260,33378,1,1,33,6,40,3,7,10,3,2,0,4,7,0,57,2667,0,50-59,7 años,99,Divorced,Graduation
261,66313,0,1,625,7,99,10,22,7,2,6,3,12,4,0,57,2445,0,50-59,6 años,770,Together,PhD
262,60714,0,0,216,79,224,101,83,126,2,7,4,10,5,1,64,2687,0,60-69,7 años,957,Single,Graduation
263,77882,0,0,68,79,396,120,22,15,1,3,3,5,1,0,39,2219,0,30-39,6 años,818,Together,Master
264,69867,0,0,196,0,512,33,83,54,1,3,5,8,1,1,34,2612,1,30-39,7 años,925,Single,PhD
265,63841,0,1,635,15,100,20,7,126,1,9,3,9,6,0,52,2593,0,50-59,7 años,908,Divorced,Master
266,24480,1,0,4,19,9,28,25,17,3,3,0,4,7,0,39,2662,0,30-39,7 años,102,Married,Basic
267,51369,0,1,297,7,79,0,11,126,2,8,2,4,8,0,44,2771,0,40-49,7 años,576,Together,Graduation
268,37760,0,0,84,5,38,120,12,28,2,4,1,6,7,0,74,2826,0,70+,7 años,317,Together,Graduation
269,65640,0,1,204,7,149,20,15,66,1,5,1,8,2,0,46,2279,0,40-49,6 años,461,Together,PhD
270,44319,1,1,26,0,8,0,0,3,2,2,0,3,5,0,45,2232,0,40-49,6 años,37,Married,Master
271,30631,1,0,15,6,20,4,5,20,1,3,1,2,7,0,46,2511,0,40-49,6 años,70,Married,Graduation
272,75278,0,0,304,79,230,120,74,74,1,6,3,13,3,0,68,2675,0,60-69,7 años,930,Together,Graduation
273,50898,1,1,285,28,242,55,83,126,6,6,2,12,5,0,64,2696,0,60-69,7 años,859,Together,Master
274,79946,0,0,395,79,555,120,83,28,1,5,10,5,3,0,54,2207,0,50-59,6 años,1478,Widow,Graduation
275,35416,0,0,248,3,81,4,3,51,3,7,1,5,8,0,71,2540,0,70+,6 años,390,Divorced,Master
276,32414,0,0,20,6,5,0,9,12,1,1,0,3,7,0,36,2519,1,30-39,6 años,52,Together,2n Cycle
277,38361,1,0,39,0,56,20,8,14,3,3,1,3,7,0,51,2343,0,50-59,6 años,137,Together,Graduation
278,82497,0,0,777,79,555,120,21,126,1,2,7,9,4,0,40,2765,1,40-49,7 años,1919,Married,Graduation
279,16626,2,0,8,3,22,21,1,13,3,3,0,3,9,0,49,2324,0,40-49,6 años,68,Together,Graduation
280,29672,1,1,9,1,3,0,4,8,1,0,0,3,6,0,55,2633,0,50-59,7 años,25,Together,Graduation
281,55951,0,1,1230,0,80,0,13,40,3,3,6,11,8,0,68,2834,2,60-69,7 años,1374,Together,Master
282,35388,1,0,6,4,7,4,3,8,1,1,0,3,7,0,32,2638,0,30-39,7 años,32,Divorced,2n Cycle
283,42386,1,0,65,4,16,0,4,11,1,3,0,3,8,0,34,2691,0,30-39,7 años,100,Together,Master
284,68627,0,0,395,15,263,60,54,38,1,2,3,6,1,0,38,2692,0,30-39,7 años,825,Single,Graduation
285,57912,0,1,801,0,80,0,0,35,5,8,3,12,5,0,55,2263,1,50-59,6 años,916,Divorced,PhD
286,35246,1,1,36,0,12,2,2,10,4,3,1,3,5,0,62,2233,0,60-69,6 años,62,Divorced,Graduation
287,58821,0,1,513,14,154,19,0,28,1,9,2,9,6,0,64,2419,0,60-69,6 años,728,Together,2n Cycle
288,46377,1,0,37,0,46,4,3,0,1,2,1,3,4,0,42,2279,0,40-49,6 años,90,Married,PhD
289,39747,1,0,80,15,93,20,13,52,3,5,1,4,8,0,32,2236,0,30-39,6 años,273,Single,Graduation
290,23976,1,0,14,1,21,2,3,25,3,3,1,3,7,0,36,2343,0,30-39,6 años,66,Together,Graduation
291,80950,0,0,525,79,112,120,83,63,1,6,7,9,2,0,59,2617,1,50-59,7 años,1213,Married,Master
292,27038,0,0,1,26,25,17,23,15,1,3,0,3,9,1,54,2808,0,50-59,7 años,107,Widow,Graduation
293,77457,0,0,675,11,400,15,45,11,1,2,5,10,1,0,73,2275,1,70+,6 años,1157,Single,Graduation
294,64100,0,1,509,0,27,0,0,10,1,8,3,6,7,0,56,2451,1,50-59,6 años,546,Married,Master
295,42670,0,0,154,2,46,20,4,15,1,4,2,4,4,0,28,2587,0,20-29,7 años,241,Together,Master
296,12571,1,0,3,5,14,2,12,17,4,3,1,3,6,0,44,2321,0,40-49,6 años,53,Divorced,Graduation
297,22574,2,1,25,0,8,2,0,2,2,2,0,3,7,0,53,2403,0,50-59,6 años,37,Married,Graduation
298,70893,0,0,768,44,555,77,44,14,1,6,6,10,3,0,44,2667,0,40-49,7 años,1508,Single,Master
299,54198,1,1,185,0,28,3,2,17,6,3,1,6,4,0,54,2353,0,50-59,6 años,235,Married,Graduation
300,28839,1,1,24,0,7,0,0,1,2,2,0,3,5,0,64,2269,0,60-69,6 años,32,Together,Master
301,40321,1,1,44,4,21,6,0,27,2,3,0,3,7,0,48,2494,0,40-49,6 años,102,Married,Graduation
302,66503,1,0,91,64,128,65,3,50,2,4,3,6,3,0,35,2843,0,30-39,7 años,401,Single,Graduation
303,30833,1,1,11,0,7,3,1,6,2,1,0,3,5,0,69,2507,0,60-69,6 años,28,Married,Graduation
304,64795,0,1,412,5,119,38,29,77,3,3,3,12,2,0,49,2687,0,40-49,7 años,680,Married,Graduation
305,34421,1,0,3,3,7,6,2,9,1,1,0,2,7,0,46,2522,0,40-49,6 años,30,Married,Graduation
306,47025,1,1,16,0,3,0,0,1,1,1,0,2,7,0,55,2299,0,50-59,6 años,20,Divorced,PhD
307,64325,0,1,731,60,353,78,12,73,5,10,3,5,7,0,59,2666,0,50-59,7 años,1307,Divorced,PhD
308,40464,0,1,424,17,118,7,23,41,6,8,2,8,8,0,67,2693,0,60-69,7 años,630,Single,Graduation
309,62187,0,0,792,0,275,45,45,126,1,4,8,5,3,0,63,2518,0,60-69,6 años,1283,Married,Graduation
310,14849,1,0,21,2,28,3,2,9,3,2,0,4,8,0,44,2521,0,40-49,6 años,65,Divorced,PhD
311,27255,1,0,22,1,11,0,1,2,1,1,0,3,7,0,36,2393,0,30-39,6 años,37,Married,Graduation
312,54432,2,1,33,0,5,0,0,0,1,1,0,3,4,0,70,2575,0,70+,7 años,38,Married,PhD
313,29999,1,0,68,7,59,10,5,11,4,3,1,4,8,0,34,2660,0,30-39,7 años,160,Single,PhD
314,24072,1,0,9,1,6,3,0,4,1,1,0,2,8,0,37,2598,0,30-39,7 años,23,Single,Graduation
315,33996,0,0,40,2,15,8,0,6,1,1,1,3,4,0,31,2450,0,30-39,6 años,71,Single,PhD
316,66334,0,1,909,11,218,0,0,23,2,9,3,5,5,1,64,2611,0,60-69,7 años,1161,Married,PhD
317,35178,1,0,23,1,13,2,2,18,1,1,1,2,7,1,49,2694,1,40-49,7 años,59,Married,Master
318,22010,1,0,11,2,9,3,0,8,2,2,0,3,8,0,37,2523,0,30-39,6 años,33,Together,Graduation
319,62204,0,2,317,46,247,120,46,126,1,4,5,12,3,0,60,2814,0,60-69,7 años,946,Divorced,Graduation
320,75693,0,0,797,79,293,72,83,30,1,11,4,6,4,1,52,2729,3,50-59,7 años,1442,Divorced,Graduation
321,30675,1,0,10,2,16,11,2,21,1,1,0,3,8,0,48,2753,0,40-49,7 años,62,Married,Graduation
322,83003,0,0,856,61,555,40,25,122,1,7,6,8,3,1,55,2642,1,50-59,7 años,1674,Together,Graduation
323,68655,0,0,456,19,555,75,83,38,1,4,5,11,3,0,32,2847,0,30-39,7 años,1538,Single,Graduation
324,41411,0,0,37,32,38,11,3,18,1,2,1,4,6,0,34,2363,0,30-39,6 años,139,Divorced,Graduation
325,55212,0,1,1103,0,45,0,0,34,3,4,2,11,8,0,51,2742,2,50-59,7 años,1182,Married,PhD
326,59292,0,1,378,14,68,19,14,14,2,3,5,8,3,0,70,2540,0,70+,6 años,507,Together,PhD
327,27190,1,0,1,6,7,0,1,3,1,1,0,2,8,1,47,2477,1,40-49,6 años,18,Together,Basic
328,82623,0,0,204,34,204,120,83,126,1,2,9,4,1,0,68,2390,0,60-69,6 años,940,Divorced,Graduation
329,44300,1,1,30,0,9,0,0,3,2,1,0,3,6,0,55,2530,0,50-59,6 años,42,Married,Graduation
330,84835,0,0,189,79,379,111,83,126,1,4,4,6,1,1,50,2172,0,50-59,5 años,1190,Divorced,Graduation
331,30372,1,1,15,0,12,7,3,7,3,2,0,3,7,0,49,2710,0,40-49,7 años,44,Widow,Graduation
332,33181,1,0,9,0,3,0,0,4,1,1,0,2,6,0,44,2336,1,40-49,6 años,16,Married,Master
333,71113,0,1,495,33,255,11,33,8,4,6,7,9,4,0,63,2353,0,60-69,6 años,835,Married,Graduation
334,71952,1,0,656,79,455,52,83,93,2,8,4,8,4,0,34,2694,2,30-39,7 años,1443,Married,Graduation
335,69759,0,0,452,20,514,13,30,0,3,4,6,5,3,1,54,2403,0,50-59,6 años,1029,Single,PhD
336,72099,0,0,546,79,410,119,0,22,1,3,4,10,1,0,46,2769,0,40-49,7 años,1188,Married,Graduation
337,60000,0,1,1048,0,217,0,0,12,5,11,3,5,6,0,44,2713,0,40-49,7 años,1277,Single,PhD
338,38643,1,1,22,2,14,0,1,10,2,2,0,3,7,0,42,2371,0,40-49,6 años,49,Single,Graduation
339,50737,0,1,78,0,11,0,0,10,1,2,0,4,6,0,65,2573,1,60-69,7 años,99,Married,Graduation
340,68462,0,0,561,64,555,84,83,48,1,3,3,8,1,0,51,2723,0,50-59,7 años,1670,Married,PhD
341,65073,0,0,629,17,177,69,0,8,1,5,3,5,2,0,77,2472,0,70+,6 años,900,Married,Master
342,46681,0,2,269,15,69,15,19,38,2,4,6,4,5,0,72,2423,0,70+,6 años,425,Together,PhD
343,78618,0,0,736,79,555,120,83,61,1,4,7,10,2,0,63,2798,1,60-69,7 años,2153,Married,Graduation
344,62187,0,1,512,0,83,0,0,41,3,6,2,10,4,0,51,2258,0,50-59,6 años,636,Widow,PhD
345,28442,2,0,19,3,10,11,8,6,3,2,1,4,4,0,42,2284,0,40-49,6 años,57,Married,Graduation
346,37717,1,0,9,0,6,4,1,5,1,1,0,2,9,0,42,2742,0,40-49,7 años,25,Married,PhD
347,51479,1,1,247,8,160,6,8,65,6,6,3,6,7,0,53,2707,0,50-59,7 años,494,Married,Graduation
348,54803,0,1,404,0,92,28,27,126,2,6,2,9,4,0,51,2836,0,50-59,7 años,693,Single,Graduation
349,79530,0,0,333,0,555,120,42,29,1,4,10,11,2,0,60,2567,0,60-69,7 años,1348,Married,Graduation
350,31615,1,0,2,3,20,6,11,9,2,2,0,3,7,0,44,2629,0,40-49,7 años,51,Divorced,Graduation
351,72025,0,0,833,33,549,120,83,126,1,4,3,8,3,0,58,2748,0,50-59,7 años,1932,Together,Graduation
352,52614,0,1,789,0,142,12,9,38,2,2,4,8,8,0,45,2734,0,40-49,7 años,990,Single,PhD
353,35684,1,0,10,4,7,0,6,3,1,1,0,3,6,0,36,2227,0,30-39,6 años,30,Married,2n Cycle
354,48178,1,1,159,4,45,6,2,38,6,5,1,4,8,0,45,2768,0,40-49,7 años,254,Married,Graduation
355,29548,1,0,7,1,6,3,1,11,1,1,1,2,4,0,50,2463,1,50-59,6 años,29,Single,Master
356,63810,0,1,977,12,253,16,12,101,4,4,3,12,8,0,54,2754,1,50-59,7 años,1371,Single,Graduation
357,38578,1,1,38,4,22,3,3,3,3,3,0,3,8,1,48,2531,0,40-49,6 años,73,Single,PhD
358,46098,1,1,57,0,27,0,0,36,4,3,2,2,8,0,45,2839,0,40-49,7 años,120,Single,Master
359,22585,0,0,3,9,15,13,2,39,1,1,1,2,9,1,50,2627,1,50-59,7 años,81,Single,Graduation
360,30279,1,0,10,4,14,4,4,1,1,1,0,3,8,0,31,2705,0,30-39,7 años,37,Single,Graduation
361,66426,0,1,1043,24,97,32,24,126,2,3,5,10,6,0,59,2429,0,50-59,6 años,1377,Together,PhD
362,30822,1,0,3,9,13,2,12,12,1,1,0,3,7,0,51,2539,0,50-59,6 años,51,Single,Graduation
363,33581,2,0,11,0,5,0,0,1,1,1,0,2,8,0,51,2696,0,50-59,7 años,17,Married,PhD
364,19986,1,0,3,6,5,0,2,6,1,0,0,3,7,0,35,2386,0,30-39,6 años,22,Married,Graduation
365,27421,0,0,43,12,96,78,40,55,3,4,1,6,7,0,66,2723,0,60-69,7 años,324,Widow,Graduation
366,35688,2,1,73,3,90,12,1,32,6,4,1,4,8,0,47,2835,0,40-49,7 años,211,Married,2n Cycle
367,36143,1,0,12,0,1,0,0,6,1,0,1,2,3,0,39,2250,0,30-39,6 años,19,Single,Master
368,10245,1,0,4,7,7,6,4,13,3,1,2,2,5,0,49,2569,0,40-49,7 años,41,Single,Graduation
369,43795,0,1,314,11,53,4,3,107,3,7,3,4,7,1,52,2415,1,50-59,6 años,492,Together,Master
370,63381,0,1,571,50,142,33,50,126,4,4,5,13,2,0,60,2791,0,60-69,7 años,1005,Together,Graduation
371,38823,0,1,70,0,11,2,8,23,1,2,1,3,6,0,71,2827,0,70+,7 años,114,Together,Graduation
372,83664,1,1,866,21,151,28,21,86,3,2,2,12,5,0,52,2576,0,50-59,7 años,1173,Divorced,PhD
373,90300,0,0,594,79,555,33,83,57,0,5,6,8,1,0,41,2336,1,40-49,6 años,1738,Together,Graduation
374,62499,1,0,140,4,61,0,13,4,2,3,1,6,4,0,41,2361,0,40-49,6 años,222,Together,Master
375,74293,0,0,375,79,335,93,83,81,1,5,4,6,2,0,27,2215,0,20-29,6 años,1127,Single,Graduation
376,51012,0,0,102,9,63,2,9,24,1,4,1,4,6,0,74,2596,0,70+,7 años,209,Married,PhD
377,70777,0,1,554,35,113,0,7,78,3,5,3,12,3,0,52,2283,0,50-59,6 años,787,Married,Master
378,68682,0,0,919,0,505,99,30,45,1,4,9,10,2,0,29,2425,0,20-29,6 años,1598,Together,PhD
379,43824,1,1,96,1,42,12,3,32,4,3,1,4,8,0,49,2811,0,40-49,7 años,186,Married,Graduation
380,15345,1,0,5,2,16,3,2,19,2,1,1,2,8,1,36,2826,0,30-39,7 años,47,Together,Graduation
381,23442,1,0,2,0,6,8,6,5,1,1,0,3,7,0,33,2711,0,30-39,7 años,27,Single,Graduation
382,14515,1,0,6,4,9,6,36,35,4,2,2,3,7,1,40,2756,0,40-49,7 años,96,Together,2n Cycle
383,31395,1,1,23,1,25,0,8,7,4,2,1,3,6,0,64,2622,0,60-69,7 años,64,Divorced,2n Cycle
384,75276,0,0,610,79,125,120,42,21,1,9,4,9,5,0,55,2799,0,50-59,7 años,1040,Together,Graduation
385,42373,1,1,67,5,61,3,8,19,5,2,1,5,5,0,46,2477,0,40-49,6 años,163,Single,Graduation
386,30507,0,0,65,36,74,38,20,110,1,5,1,4,7,0,60,2634,0,60-69,7 años,343,Together,Graduation
387,55521,1,2,416,0,26,0,0,4,6,6,3,6,7,1,65,2409,1,60-69,6 años,446,Single,PhD
388,48006,1,1,23,0,11,3,2,2,1,1,0,3,6,0,55,2179,0,50-59,5 años,41,Married,Graduation
389,27213,1,0,19,3,26,10,9,3,3,2,0,4,8,1,48,2827,0,40-49,7 años,70,Single,PhD
390,65808,1,1,155,7,80,13,7,10,3,5,1,5,6,0,49,2189,0,40-49,6 años,272,Divorced,PhD
391,30351,1,0,14,0,24,3,3,2,1,3,0,2,9,0,46,2547,0,40-49,6 años,46,Together,PhD
392,50437,0,2,370,9,92,6,9,4,3,7,1,8,7,0,57,2779,0,50-59,7 años,490,Married,Graduation
393,23616,1,0,4,22,11,3,7,32,2,3,0,3,8,1,38,2748,0,30-39,7 años,79,Single,2n Cycle
394,53858,0,1,407,53,221,58,83,26,4,4,3,6,4,0,44,2756,0,40-49,7 años,915,Married,Graduation
395,66465,0,1,1200,0,204,38,29,14,3,11,9,12,6,0,65,2615,1,60-69,7 años,1485,Married,PhD
396,46923,1,0,85,44,54,102,78,6,3,5,1,7,7,0,33,2835,0,30-39,7 años,369,Single,Graduation
397,75072,0,1,583,34,309,0,22,125,2,5,4,8,3,0,58,2681,0,50-59,7 años,1073,Together,Graduation
398,75865,0,0,483,0,555,120,0,12,1,3,5,10,1,0,77,2249,0,70+,6 años,1242,Married,PhD
399,19789,1,0,2,5,9,28,6,28,3,2,1,3,5,0,45,2380,1,40-49,6 años,78,Together,2n Cycle
400,80134,0,0,966,26,282,52,26,26,1,2,7,11,5,0,26,2294,4,20-29,6 años,1378,Together,Graduation
401,91065,0,0,822,79,108,120,83,114,1,7,9,9,3,1,39,2651,2,30-39,7 años,1474,Single,Graduation
402,49505,1,1,604,0,100,19,0,28,6,10,2,8,8,0,49,2640,0,40-49,7 años,751,Married,Master
403,37401,1,0,19,3,19,3,1,3,2,2,0,3,7,0,47,2213,0,40-49,6 años,48,Married,PhD
404,30096,1,0,5,3,11,12,5,9,1,2,0,3,6,0,37,2197,0,30-39,6 años,45,Married,Graduation
405,18492,1,0,2,2,2,2,1,1,1,1,0,2,8,0,38,2183,0,30-39,5 años,10,Together,Master
406,82584,0,0,1076,68,103,29,83,68,1,3,4,8,1,1,46,2549,2,40-49,6 años,1435,Married,Master
407,93027,0,0,1230,42,555,55,0,21,0,7,10,5,2,0,79,2601,1,70+,7 años,2119,Married,PhD
408,48686,1,2,10,0,7,2,0,1,1,1,0,2,8,0,67,2366,0,60-69,6 años,20,Married,Graduation
409,92910,0,0,551,79,555,120,83,33,1,6,7,13,1,0,34,2225,3,30-39,6 años,1795,Married,Graduation
410,75433,1,0,800,0,297,0,34,57,2,2,5,10,6,0,31,2244,2,30-39,6 años,1188,Married,Graduation
411,10404,1,0,2,2,11,10,6,12,2,1,0,4,5,0,31,2215,0,30-39,6 años,43,Together,2n Cycle
412,61314,0,1,378,0,189,97,83,126,2,5,5,12,3,0,52,2589,0,50-59,7 años,1008,Married,Graduation
413,84865,0,0,1230,16,349,43,16,16,1,2,4,9,4,1,59,2575,4,50-59,7 años,1688,Single,PhD
414,42387,1,0,235,0,235,19,4,126,5,8,1,7,8,0,31,2767,0,30-39,7 años,684,Married,Graduation
415,67309,1,1,515,47,181,120,83,95,6,9,6,9,7,0,53,2681,0,50-59,7 años,1082,Together,2n Cycle
416,75236,0,1,438,66,400,12,38,114,1,8,3,13,4,0,56,2375,0,50-59,6 años,1068,Married,Graduation
417,30015,1,0,25,0,22,2,3,5,2,1,0,4,5,0,50,2306,0,50-59,6 años,57,Single,Graduation
418,50943,0,1,31,0,7,2,0,6,1,1,0,3,5,0,64,2532,0,60-69,6 años,46,Together,Master
419,67272,0,1,357,35,271,28,28,14,3,6,2,12,5,0,54,2349,0,50-59,6 años,733,Divorced,Graduation
420,51529,0,1,400,4,35,6,0,22,2,9,1,5,8,0,71,2454,0,70+,6 años,467,Widow,Master
421,32011,1,0,99,0,15,2,1,5,3,2,1,4,7,0,49,2470,0,40-49,6 años,122,Married,PhD
422,7500,1,0,1,11,5,4,6,9,2,2,0,3,8,0,34,2666,0,30-39,7 años,36,Married,2n Cycle
423,28691,1,0,5,4,13,8,0,4,1,1,0,3,8,0,31,2519,0,30-39,6 años,34,Married,Graduation
424,56223,0,1,77,28,31,16,0,4,2,2,1,5,4,0,72,2350,0,70+,6 años,156,Married,PhD
425,18100,0,0,3,1,2,4,3,1,1,0,0,3,5,0,74,2486,0,70+,6 años,14,Married,Graduation
426,30279,1,0,10,4,14,4,4,1,1,1,0,3,8,0,31,2705,0,30-39,7 años,37,Single,Graduation
427,20130,0,0,0,6,3,7,6,12,1,1,0,3,8,0,46,2263,0,40-49,6 años,34,Married,2n Cycle
428,23295,0,0,0,0,1,2,12,5,1,1,0,2,8,0,61,2510,0,60-69,6 años,20,Divorced,Graduation
429,42618,1,0,76,14,74,13,5,10,2,5,0,4,8,0,48,2422,0,40-49,6 años,192,Divorced,Master
430,81246,0,0,398,79,537,61,83,37,1,4,5,7,1,0,56,2341,2,50-59,6 años,1379,Single,Graduation
431,24027,1,0,14,7,11,11,0,5,2,2,0,3,8,0,44,2544,0,40-49,6 años,48,Married,Graduation
432,55707,0,1,208,7,82,30,66,35,2,3,2,9,3,0,67,2348,0,60-69,6 años,428,Married,PhD
433,57959,0,1,430,16,322,43,24,33,5,4,7,11,3,0,65,2582,0,60-69,7 años,868,Single,Graduation
434,56796,0,1,656,38,161,62,47,37,3,8,9,7,7,0,51,2657,0,50-59,7 años,1001,Married,Graduation
435,36230,1,0,14,2,30,8,2,3,1,2,0,4,5,0,49,2414,0,40-49,6 años,59,Single,Master
436,70829,1,1,141,70,106,72,19,23,2,4,2,8,3,0,40,2369,0,40-49,6 años,431,Married,2n Cycle
437,65991,0,1,507,19,364,25,47,9,3,9,5,10,7,0,44,2819,0,40-49,7 años,971,Married,Graduation
438,38988,1,2,164,24,103,12,3,42,6,5,1,6,8,0,48,2837,0,40-49,7 años,348,Married,Graduation
439,89572,0,0,606,24,555,120,83,64,1,7,7,9,4,1,54,2811,2,50-59,7 años,2059,Single,2n Cycle
440,42207,1,0,116,11,72,3,17,46,4,4,1,5,6,1,36,2613,1,30-39,7 años,265,Married,Master
441,50300,0,1,143,15,60,24,23,5,2,2,1,8,2,0,68,2194,0,60-69,6 años,270,Married,Graduation
442,66664,0,0,398,79,447,120,83,32,1,5,7,6,3,0,38,2801,0,30-39,7 años,1289,Together,2n Cycle
443,60597,0,1,522,0,257,32,16,66,4,2,2,8,7,1,56,2338,1,50-59,6 años,893,Married,Graduation
444,70165,0,0,161,0,253,120,83,122,1,3,7,11,1,0,71,2439,0,70+,6 años,926,Widow,Graduation
445,50520,0,1,112,0,6,2,1,14,2,3,1,3,6,0,62,2311,0,60-69,6 años,135,Widow,PhD
446,80124,0,0,483,79,398,120,83,126,1,3,7,8,1,0,57,2162,1,50-59,5 años,1495,Married,Graduation
447,33183,1,0,7,5,39,17,15,37,2,4,0,3,7,0,45,2284,0,40-49,6 años,120,Married,Graduation
448,66582,0,0,789,25,420,16,38,0,1,2,8,9,1,0,51,2277,0,50-59,6 años,1288,Single,PhD
449,75261,0,0,1230,17,413,23,34,17,1,5,6,5,2,1,65,2591,2,60-69,7 años,1743,Together,PhD
450,31880,1,0,4,1,5,2,0,3,1,1,0,2,8,0,50,2765,0,50-59,7 años,15,Widow,Graduation
451,53790,0,2,335,42,127,28,5,5,3,7,2,8,6,0,69,2274,0,60-69,6 años,542,Married,Graduation
452,49269,1,0,639,8,166,11,8,58,3,7,3,12,7,0,49,2842,0,40-49,7 años,890,Together,PhD
453,61456,0,1,563,76,384,84,83,89,4,6,10,13,4,0,45,2618,0,40-49,7 años,1388,Married,Graduation
454,37406,1,0,2,0,8,2,2,3,1,1,0,2,8,1,40,2421,0,40-49,6 años,17,Married,Graduation
455,56937,1,0,746,8,125,11,8,8,6,8,6,9,6,1,39,2853,1,30-39,7 años,906,Together,PhD
456,38415,1,1,22,1,13,4,0,4,2,1,0,3,7,0,42,2702,0,40-49,7 años,44,Married,Graduation
457,20518,1,0,4,1,6,4,1,9,1,1,1,2,5,0,32,2201,0,30-39,6 años,25,Single,Graduation
458,62503,0,1,478,0,193,110,75,117,4,8,3,11,5,0,64,2655,0,60-69,7 años,973,Married,Graduation
459,41644,1,1,20,3,4,2,0,2,2,1,0,3,3,0,48,2210,0,40-49,6 años,31,Single,PhD
460,55842,0,1,451,0,39,0,4,24,1,7,1,8,5,0,43,2196,0,40-49,6 años,518,Married,Master
461,62010,0,1,371,22,39,6,0,92,4,6,2,7,5,0,48,2773,0,40-49,7 años,530,Married,PhD
462,41124,1,0,281,7,84,15,0,119,6,7,3,4,8,0,43,2765,0,40-49,7 años,506,Married,Graduation
463,38961,1,0,19,7,19,0,1,24,1,2,1,2,7,0,47,2340,0,40-49,6 años,70,Married,Master
464,37760,1,0,26,3,13,2,10,0,1,2,0,3,6,0,48,2481,0,40-49,6 años,54,Divorced,Master
465,32233,1,0,138,15,35,25,11,72,2,6,2,2,9,1,46,2838,1,40-49,7 años,296,Single,Graduation
466,43057,0,1,213,2,44,0,2,5,4,4,2,5,5,0,45,2401,0,40-49,6 años,266,Married,Graduation
467,83151,0,0,407,28,100,120,74,18,1,5,9,4,3,0,60,2786,0,60-69,7 años,747,Together,Master
468,78825,0,0,483,74,114,120,37,18,1,5,10,13,3,1,56,2812,0,50-59,7 años,895,Divorced,PhD
469,65104,0,1,738,0,232,13,20,50,2,3,5,7,7,0,44,2386,0,40-49,6 años,1053,Together,Master
470,60093,0,1,502,12,109,16,6,90,2,7,2,10,6,0,46,2527,0,40-49,6 años,735,Married,Graduation
471,14045,1,0,11,0,5,2,1,1,1,1,0,3,7,0,51,2313,0,50-59,6 años,20,Married,Graduation
472,28457,0,0,24,1,108,29,29,14,1,4,1,4,8,0,68,2768,0,60-69,7 años,205,Widow,2n Cycle
